0.521,0.524,0.805,0.529,0.0,0.0,0.602,0.0,0.525,0.518,0.0,0.521,0.635,0.0,0.0,0.565,0.799,0.00,0.602,0.805,0.0,0.521,0.772,0.589,0.521,0.587,0.565,0.527,0.813,0.806,0.595,0.0,0.0,0.521,0.754,0.6,0.521,0.0,0.408,0.00,0.528,0.0,0.805,0.779,0.801,0.525,0.538,0.523,0.0,0.78,0.607,0.0,0.0,0.526,0.0,0.228,0.0,0.0,0.524,0.538,0.0,0.526,0.521,0.228,0.0,0.803,0.0,0.526,0.0,0.793,0.602,0.806,0.519,0.524,0.528,0.519,0.527,0.536,0.6,0.0,0.0,0.536,0.537,0.0,0.0,0.00,0.705,0.516
0.801,0.527,0.839,0.556,0.0,0.0,0.608,0.0,0.611,0.628,0.0,0.803,0.562,0.0,0.0,0.565,0.805,0.00,0.608,0.805,0.0,0.524,0.769,0.803,0.801,0.523,0.565,0.529,0.762,0.606,0.554,0.0,0.0,0.523,0.569,0.599,0.524,0.0,0.451,0.00,0.525,0.0,0.839,0.736,0.506,0.607,0.544,0.523,0.0,0.779,0.62,0.0,0.0,0.522,0.0,0.305,0.0,0.0,0.803,0.544,0.0,0.523,0.801,0.305,0.0,0.804,0.0,0.522,0.0,0.794,0.608,0.606,0.538,0.527,0.525,0.538,0.8,0.525,0.596,0.0,0.0,0.525,0.529,0.0,0.0,0.00,0.787,0.596
0.521,0.581,0.804,0.586,0.0,0.0,0.528,0.0,0.523,0.607,0.0,0.799,0.594,0.0,0.0,0.565,0.805,0.00,0.528,0.804,0.0,0.522,0.774,0.776,0.803,0.501,0.565,0.627,0.769,0.67,0.672,0.0,0.0,0.516,0.716,0.592,0.522,0.0,0.42,0.00,0.521,0.0,0.804,0.754,0.585,0.547,0.553,0.524,0.0,0.783,0.796,0.0,0.0,0.524,0.0,0.289,0.0,0.0,0.524,0.553,0.0,0.524,0.797,0.289,0.0,0.534,0.0,0.524,0.0,0.797,0.528,0.53,0.537,0.581,0.521,0.537,0.61,0.608,0.602,0.0,0.0,0.608,0.62,0.0,0.0,0.00,0.761,0.539
0.928,0.928,0.954,0.834,0.0,0.0,0.816,0.748,0.927,0.955,0.0,0.928,0.921,0.931,0.0,0.387,0.958,0.00,0.816,0.958,0.0,0.933,0.764,0.948,0.928,0.845,0.681,0.887,0.769,0.907,0.696,0.0,0.0,0.901,0.761,0.933,0.933,0.0,0.446,0.00,0.94,0.887,0.954,0.93,0.93,0.852,0.924,0.947,0.0,0.932,0.948,0.0,0.0,0.948,0.0,0.22,0.0,0.0,0.934,0.924,0.0,0.929,0.91,0.22,0.0,0.931,0.887,0.948,0.0,0.778,0.816,0.907,0.759,0.928,0.94,0.759,0.818,0.893,0.814,0.0,0.0,0.893,0.904,0.0,0.927,0.00,0.77,0.859
0.922,0.935,0.871,0.789,0.0,0.0,0.932,0.759,0.945,0.945,0.0,0.934,0.934,0.0,0.0,0.703,0.918,0.00,0.932,0.964,0.0,0.931,0.77,0.918,0.922,0.784,0.681,0.899,0.804,0.932,0.693,0.0,0.0,0.794,0.687,0.885,0.931,0.0,0.432,0.00,0.937,0.0,0.871,0.906,0.829,0.924,0.819,0.93,0.0,0.736,0.94,0.0,0.0,0.922,0.0,0.259,0.0,0.0,0.948,0.819,0.0,0.918,0.909,0.259,0.0,0.94,0.0,0.922,0.0,0.806,0.932,0.932,0.772,0.935,0.937,0.772,0.946,0.902,0.767,0.0,0.0,0.902,0.891,0.0,0.0,0.00,0.897,0.895
0.93,0.932,0.889,0.0,0.0,0.0,0.936,0.0,0.951,0.758,0.0,0.93,0.79,0.0,0.0,0.681,0.964,0.00,0.936,0.958,0.0,0.93,0.758,0.815,0.93,0.774,0.696,0.895,0.823,0.96,0.696,0.0,0.0,0.804,0.715,0.855,0.93,0.0,0.432,0.00,0.976,0.0,0.889,0.953,0.729,0.799,0.783,0.937,0.0,0.931,0.796,0.0,0.0,0.932,0.0,0.18,0.0,0.0,0.806,0.783,0.0,0.939,0.918,0.18,0.0,0.845,0.0,0.932,0.0,0.805,0.936,0.929,0.795,0.932,0.976,0.795,0.925,0.842,0.804,0.0,0.0,0.842,0.903,0.0,0.0,0.00,0.733,0.751
0.918,0.897,0.907,0.0,0.0,0.0,0.917,0.0,0.942,0.924,0.0,0.936,0.902,0.0,0.0,0.703,0.81,0.00,0.917,0.966,0.0,0.933,0.774,0.899,0.918,0.767,0.693,0.899,0.802,0.841,0.382,0.0,0.0,0.774,0.702,0.834,0.933,0.0,0.409,0.00,0.929,0.0,0.907,0.965,0.72,0.857,0.754,0.934,0.0,0.784,0.817,0.0,0.0,0.938,0.0,0.313,0.0,0.0,0.899,0.754,0.0,0.93,0.922,0.313,0.0,0.871,0.0,0.938,0.0,0.801,0.917,0.96,0.757,0.897,0.929,0.757,0.775,0.883,0.755,0.0,0.0,0.883,0.9,0.0,0.0,0.00,0.793,0.961
0.936,0.917,0.798,0.0,0.0,0.0,0.84,0.0,0.943,0.789,0.0,0.922,0.942,0.0,0.0,0.681,0.98,0.00,0.84,0.981,0.0,0.935,0.768,0.801,0.934,0.754,0.696,0.894,0.816,0.799,0.385,0.0,0.0,0.757,0.76,0.868,0.935,0.0,0.41,0.00,0.936,0.0,0.798,0.943,0.781,0.803,0.799,0.942,0.0,0.92,0.96,0.0,0.0,0.944,0.0,0.292,0.0,0.0,0.926,0.799,0.0,0.914,0.906,0.292,0.0,0.942,0.0,0.944,0.0,0.786,0.84,0.841,0.76,0.917,0.936,0.76,0.804,0.711,0.743,0.0,0.0,0.711,0.901,0.0,0.0,0.00,0.752,0.76
0.94,0.153,0.941,0.0,0.941,0.0,0.937,0.624,0.938,0.896,0.0,0.94,0.0,0.918,0.153,0.879,0.929,0.916,0.937,0.903,0.0,0.153,0.939,0.0,0.94,0.89,0.933,0.939,0.885,0.0,0.917,0.939,0.0,0.91,0.0,0.0,0.153,0.943,0.0,0.939,0.0,0.855,0.941,0.936,0.0,0.896,0.931,0.936,0.941,0.372,0.94,0.0,0.0,0.939,0.939,0.147,0.0,0.939,0.944,0.931,0.0,0.942,0.94,0.147,0.0,0.937,0.855,0.939,0.0,0.93,0.937,0.0,0.0,0.153,0.943,0.0,0.919,0.916,0.762,0.939,0.0,0.916,0.932,0.0,0.0,0.00,0.883,0.909
0.937,0.153,0.941,0.0,0.941,0.0,0.939,0.625,0.94,0.897,0.0,0.941,0.0,0.0,0.154,0.197,0.928,0.916,0.939,0.906,0.0,0.153,0.94,0.0,0.941,0.893,0.911,0.94,0.883,0.0,0.852,0.0,0.0,0.911,0.0,0.0,0.153,0.942,0.0,0.0,0.0,0.0,0.941,0.911,0.0,0.897,0.929,0.938,0.941,0.372,0.941,0.0,0.0,0.94,0.939,0.149,0.0,0.939,0.944,0.929,0.0,0.941,0.937,0.149,0.0,0.94,0.0,0.94,0.0,0.933,0.939,0.0,0.0,0.153,0.942,0.0,0.939,0.915,0.763,0.939,0.0,0.915,0.524,0.0,0.0,0.00,0.931,0.867
0.927,0.153,0.94,0.0,0.94,0.0,0.934,0.0,0.929,0.878,0.0,0.941,0.0,0.0,0.153,0.891,0.912,0.916,0.934,0.926,0.0,0.153,0.94,0.0,0.941,0.905,0.891,0.915,0.935,0.0,0.891,0.0,0.0,0.91,0.0,0.0,0.153,0.943,0.0,0.0,0.0,0.0,0.94,0.916,0.0,0.878,0.932,0.938,0.94,0.313,0.939,0.0,0.0,0.938,0.939,0.147,0.0,0.939,0.94,0.932,0.0,0.941,0.927,0.147,0.0,0.939,0.0,0.915,0.0,0.918,0.934,0.0,0.0,0.153,0.943,0.0,0.924,0.916,0.763,0.939,0.0,0.916,0.904,0.0,0.0,0.00,0.893,0.941
0.927,0.153,0.941,0.0,0.941,0.0,0.933,0.0,0.941,0.881,0.0,0.927,0.0,0.0,0.153,0.197,0.912,0.916,0.933,0.903,0.0,0.153,0.94,0.0,0.927,0.888,0.917,0.94,0.879,0.0,0.911,0.0,0.0,0.907,0.0,0.0,0.153,0.941,0.0,0.0,0.0,0.0,0.941,0.912,0.0,0.881,0.932,0.939,0.941,0.313,0.941,0.0,0.0,0.94,0.939,0.148,0.0,0.939,0.939,0.932,0.0,0.94,0.927,0.148,0.0,0.939,0.0,0.94,0.0,0.0,0.933,0.0,0.0,0.153,0.941,0.0,0.936,0.916,0.762,0.939,0.0,0.916,0.917,0.0,0.0,0.00,0.892,0.908
0.917,0.153,0.912,0.0,0.912,0.0,0.924,0.0,0.937,0.887,0.0,0.916,0.0,0.0,0.152,0.891,0.93,0.916,0.924,0.916,0.0,0.153,0.941,0.0,0.916,0.906,0.852,0.94,0.877,0.0,0.933,0.0,0.0,0.919,0.0,0.0,0.153,0.939,0.0,0.0,0.0,0.0,0.912,0.899,0.0,0.887,0.932,0.941,0.912,0.26,0.941,0.0,0.0,0.94,0.0,0.148,0.0,0.0,0.943,0.932,0.0,0.939,0.917,0.148,0.0,0.945,0.0,0.94,0.0,0.0,0.924,0.0,0.0,0.153,0.939,0.0,0.917,0.919,0.762,0.0,0.0,0.919,0.52,0.0,0.0,0.00,0.852,0.929
0.918,0.148,0.914,0.0,0.914,0.0,0.914,0.271,0.907,0.867,0.0,0.913,0.0,0.895,0.149,0.55,0.907,0.892,0.914,0.895,0.0,0.148,0.915,0.0,0.913,0.883,0.907,0.915,0.91,0.0,0.902,0.915,0.0,0.851,0.0,0.0,0.148,0.918,0.0,0.0,0.0,0.848,0.914,0.911,0.0,0.867,0.92,0.914,0.914,0.373,0.921,0.0,0.0,0.915,0.915,0.143,0.0,0.915,0.915,0.92,0.0,0.916,0.918,0.143,0.0,0.916,0.848,0.915,0.0,0.0,0.914,0.0,0.0,0.148,0.918,0.0,0.897,0.892,0.762,0.915,0.0,0.892,0.909,0.0,0.0,0.00,0.845,0.898
0.913,0.148,0.917,0.0,0.917,0.0,0.89,0.27,0.914,0.868,0.0,0.918,0.0,0.0,0.15,0.566,0.905,0.892,0.89,0.882,0.0,0.148,0.916,0.0,0.918,0.873,0.902,0.913,0.91,0.0,0.907,0.0,0.0,0.878,0.0,0.0,0.148,0.92,0.0,0.0,0.0,0.0,0.917,0.92,0.0,0.868,0.907,0.914,0.917,0.373,0.915,0.0,0.0,0.916,0.915,0.146,0.0,0.915,0.915,0.907,0.0,0.918,0.92,0.146,0.0,0.918,0.0,0.913,0.0,0.0,0.89,0.0,0.0,0.148,0.92,0.0,0.915,0.89,0.76,0.915,0.0,0.89,0.888,0.0,0.0,0.00,0.897,0.901
0.917,0.148,0.919,0.0,0.919,0.0,0.896,0.0,0.892,0.868,0.0,0.917,0.0,0.0,0.149,0.555,0.882,0.892,0.896,0.88,0.0,0.148,0.921,0.0,0.917,0.875,0.894,0.916,0.917,0.0,0.906,0.0,0.0,0.921,0.0,0.0,0.148,0.918,0.0,0.0,0.0,0.0,0.919,0.925,0.0,0.868,0.912,0.916,0.919,0.309,0.913,0.0,0.0,0.921,0.915,0.144,0.0,0.915,0.913,0.912,0.0,0.918,0.913,0.144,0.0,0.937,0.0,0.916,0.0,0.0,0.896,0.0,0.0,0.148,0.918,0.0,0.901,0.891,0.76,0.915,0.0,0.891,0.881,0.0,0.0,0.00,0.896,0.914
0.913,0.148,0.918,0.0,0.918,0.0,0.905,0.0,0.894,0.868,0.0,0.913,0.0,0.0,0.149,0.245,0.881,0.892,0.905,0.883,0.0,0.148,0.914,0.0,0.912,0.884,0.906,0.921,0.844,0.0,0.894,0.0,0.0,0.87,0.0,0.0,0.148,0.916,0.0,0.0,0.0,0.0,0.918,0.93,0.0,0.868,0.92,0.906,0.918,0.312,0.915,0.0,0.0,0.913,0.915,0.144,0.0,0.915,0.915,0.92,0.0,0.914,0.913,0.144,0.0,0.917,0.0,0.921,0.0,0.0,0.905,0.0,0.0,0.148,0.916,0.0,0.917,0.893,0.762,0.915,0.0,0.893,0.892,0.0,0.0,0.00,0.868,0.875
0.913,0.148,0.914,0.0,0.914,0.0,0.846,0.0,0.888,0.867,0.0,0.907,0.0,0.0,0.148,0.576,0.906,0.892,0.846,0.89,0.0,0.148,0.915,0.0,0.907,0.878,0.911,0.913,0.844,0.0,0.911,0.0,0.0,0.871,0.0,0.0,0.148,0.92,0.0,0.0,0.0,0.0,0.914,0.934,0.0,0.867,0.908,0.921,0.914,0.258,0.919,0.0,0.0,0.915,0.0,0.144,0.0,0.0,0.916,0.908,0.0,0.915,0.913,0.144,0.0,0.915,0.0,0.913,0.0,0.0,0.846,0.0,0.0,0.148,0.92,0.0,0.899,0.891,0.763,0.0,0.0,0.891,0.732,0.0,0.0,0.00,0.869,0.862
0.971,0.0,0.966,0.0,0.0,0.0,0.966,0.0,0.967,0.946,0.97,0.969,0.759,0.97,0.0,0.348,0.968,0.0,0.966,0.968,0.0,0.0,0.0,0.969,0.968,0.96,0.969,0.967,0.97,0.97,0.967,0.0,0.0,0.0,0.0,0.969,0.968,0.971,0.0,0.0,0.971,0.969,0.966,0.948,0.966,0.97,0.0,0.967,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.269,0.0,0.0,0.968,0.0,0.0,0.969,0.971,0.269,0.0,0.967,0.969,0.969,0.0,0.96,0.966,0.97,0.97,0.968,0.971,0.97,0.966,0.968,0.933,0.0,0.0,0.968,0.967,0.0,0.968,0.00,0.0,0.971
0.969,0.0,0.92,0.0,0.0,0.0,0.967,0.0,0.968,0.943,0.972,0.969,0.777,0.0,0.0,0.306,0.968,0.0,0.967,0.968,0.0,0.0,0.0,0.968,0.969,0.956,0.969,0.967,0.97,0.971,0.971,0.0,0.0,0.0,0.0,0.966,0.967,0.97,0.0,0.0,0.97,0.0,0.92,0.96,0.588,0.97,0.0,0.968,0.0,0.0,0.0,0.0,0.0,0.968,0.0,0.254,0.0,0.0,0.968,0.0,0.0,0.968,0.969,0.254,0.0,0.967,0.0,0.968,0.0,0.901,0.967,0.971,0.971,0.967,0.97,0.971,0.967,0.967,0.933,0.0,0.0,0.967,0.967,0.0,0.0,0.00,0.0,0.97
0.97,0.0,0.917,0.0,0.0,0.0,0.966,0.0,0.968,0.94,0.966,0.969,0.759,0.0,0.0,0.966,0.968,0.0,0.966,0.968,0.0,0.0,0.0,0.967,0.969,0.954,0.966,0.968,0.973,0.911,0.968,0.0,0.0,0.0,0.0,0.968,0.968,0.971,0.0,0.0,0.971,0.0,0.917,0.964,0.827,0.97,0.0,0.968,0.0,0.0,0.0,0.0,0.0,0.967,0.0,0.238,0.0,0.0,0.968,0.0,0.0,0.967,0.97,0.238,0.0,0.967,0.0,0.967,0.0,0.951,0.966,0.911,0.921,0.968,0.971,0.921,0.967,0.968,0.929,0.0,0.0,0.968,0.968,0.0,0.0,0.00,0.0,0.969
0.97,0.0,0.918,0.0,0.0,0.0,0.969,0.0,0.968,0.952,0.967,0.969,0.852,0.0,0.0,0.969,0.969,0.0,0.969,0.969,0.0,0.0,0.0,0.969,0.969,0.95,0.348,0.968,0.967,0.894,0.97,0.0,0.0,0.0,0.0,0.968,0.968,0.97,0.0,0.0,0.97,0.0,0.918,0.958,0.867,0.97,0.0,0.966,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.154,0.0,0.0,0.967,0.0,0.0,0.969,0.969,0.154,0.0,0.968,0.0,0.969,0.0,0.916,0.969,0.894,0.973,0.968,0.97,0.973,0.967,0.97,0.929,0.0,0.0,0.97,0.968,0.0,0.0,0.00,0.0,0.701
0.969,0.0,0.872,0.0,0.0,0.0,0.968,0.0,0.968,0.876,0.904,0.969,0.793,0.0,0.0,0.969,0.968,0.0,0.968,0.968,0.0,0.0,0.0,0.969,0.969,0.965,0.306,0.966,0.969,0.93,0.968,0.0,0.0,0.0,0.0,0.969,0.967,0.971,0.0,0.0,0.971,0.0,0.872,0.961,0.973,0.97,0.0,0.968,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.152,0.0,0.0,0.967,0.0,0.0,0.967,0.969,0.152,0.0,0.966,0.0,0.969,0.0,0.855,0.968,0.93,0.924,0.967,0.971,0.924,0.964,0.969,0.926,0.0,0.0,0.969,0.966,0.0,0.0,0.00,0.0,0.671
0.906,0.0,0.903,0.903,0.0,0.0,0.899,0.0,0.903,0.851,0.0,0.904,0.903,0.0,0.0,0.905,0.899,0.0,0.905,0.963,0.0,0.0,0.873,0.0,0.904,0.856,0.905,0.903,0.899,0.497,0.896,0.0,0.903,0.904,0.0,0.0,0.0,0.0,0.468,0.0,0.96,0.0,0.901,0.0,0.897,0.904,0.906,0.903,0.0,0.892,0.896,0.0,0.0,0.903,0.0,0.0,0.0,0.0,0.903,0.906,0.0,0.905,0.904,0.0,0.0,0.96,0.905,0.903,0.0,0.891,0.899,0.497,0.0,0.0,0.903,0.0,0.901,0.903,0.903,0.0,0.0,0.903,0.903,0.0,0.903,0.00,0.892,0.96
0.905,0.0,0.965,0.908,0.0,0.0,0.907,0.0,0.904,0.845,0.0,0.904,0.9,0.0,0.0,0.489,0.957,0.0,0.902,0.9,0.0,0.0,0.872,0.0,0.904,0.846,0.905,0.903,0.899,0.496,0.895,0.0,0.904,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.903,0.0,0.903,0.0,0.959,0.903,0.904,0.903,0.0,0.891,0.896,0.0,0.0,0.904,0.0,0.0,0.0,0.0,0.903,0.904,0.0,0.906,0.904,0.0,0.0,0.904,0.0,0.904,0.0,0.764,0.907,0.496,0.0,0.0,0.96,0.0,0.9,0.905,0.903,0.0,0.0,0.905,0.903,0.0,0.0,0.00,0.882,0.851
0.903,0.0,0.926,0.966,0.0,0.0,0.903,0.0,0.904,0.867,0.0,0.904,0.904,0.0,0.0,0.499,0.9,0.0,0.914,0.963,0.0,0.0,0.739,0.0,0.904,0.848,0.896,0.903,0.903,0.498,0.905,0.0,0.905,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.964,0.0,0.899,0.0,0.84,0.904,0.904,0.905,0.0,0.89,0.897,0.0,0.0,0.905,0.0,0.0,0.0,0.0,0.904,0.904,0.0,0.906,0.904,0.0,0.0,0.967,0.0,0.905,0.0,0.795,0.903,0.498,0.0,0.0,0.903,0.0,0.901,0.904,0.9,0.0,0.0,0.904,0.903,0.0,0.0,0.00,0.895,0.905
0.903,0.0,0.947,0.975,0.0,0.0,0.9,0.0,0.904,0.878,0.0,0.904,0.904,0.0,0.0,0.904,0.963,0.0,0.905,0.963,0.0,0.0,0.726,0.0,0.904,0.847,0.904,0.903,0.902,0.891,0.9,0.0,0.904,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.905,0.0,0.926,0.0,0.506,0.904,0.906,0.905,0.0,0.895,0.906,0.0,0.0,0.905,0.0,0.0,0.0,0.0,0.904,0.906,0.0,0.906,0.903,0.0,0.0,0.903,0.0,0.905,0.0,0.476,0.9,0.891,0.0,0.0,0.904,0.0,0.896,0.905,0.9,0.0,0.0,0.905,0.903,0.0,0.0,0.00,0.887,0.843
0.906,0.0,0.953,0.91,0.0,0.0,0.905,0.0,0.903,0.842,0.0,0.903,0.901,0.0,0.0,0.905,0.897,0.0,0.904,0.897,0.0,0.0,0.736,0.0,0.905,0.241,0.895,0.903,0.897,0.903,0.902,0.0,0.906,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.959,0.0,0.947,0.0,0.905,0.905,0.904,0.905,0.0,0.893,0.896,0.0,0.0,0.906,0.0,0.0,0.0,0.0,0.906,0.904,0.0,0.905,0.903,0.0,0.0,0.905,0.0,0.906,0.0,0.677,0.905,0.903,0.0,0.0,0.905,0.0,0.899,0.906,0.9,0.0,0.0,0.906,0.903,0.0,0.0,0.00,0.885,0.85
0.982,0.0,0.981,0.984,0.0,0.0,0.98,0.0,0.978,0.922,0.0,0.981,0.977,0.0,0.0,0.981,0.979,0.0,0.981,0.979,0.0,0.0,0.855,0.0,0.981,0.889,0.982,0.981,0.98,0.988,0.969,0.0,0.982,0.983,0.0,0.0,0.0,0.0,0.49,0.0,0.981,0.0,0.981,0.0,0.978,0.98,0.981,0.981,0.0,0.969,0.979,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.981,0.981,0.0,0.99,0.98,0.0,0.0,0.981,0.981,0.982,0.0,0.959,0.98,0.988,0.0,0.0,0.981,0.0,0.977,0.982,0.97,0.0,0.0,0.975,0.981,0.0,0.982,0.00,0.959,0.98
0.982,0.0,0.895,0.95,0.0,0.0,0.979,0.0,0.978,0.915,0.0,0.981,0.979,0.0,0.0,0.533,0.979,0.0,0.982,0.979,0.0,0.0,0.828,0.0,0.981,0.887,0.981,0.981,0.978,0.983,0.968,0.0,0.981,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.0,0.895,0.0,0.9,0.982,0.98,0.982,0.0,0.955,0.983,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.982,0.98,0.0,0.983,0.98,0.0,0.0,0.983,0.0,0.981,0.0,0.937,0.979,0.983,0.0,0.0,0.975,0.0,0.975,0.981,0.97,0.0,0.0,0.98,0.982,0.0,0.0,0.00,0.964,0.976
0.982,0.0,0.899,0.983,0.0,0.0,0.974,0.0,0.98,0.944,0.0,0.982,0.978,0.0,0.0,0.539,0.978,0.0,0.979,0.979,0.0,0.0,0.855,0.0,0.981,0.884,0.982,0.982,0.983,0.982,0.982,0.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.0,0.899,0.0,0.944,0.982,0.982,0.982,0.0,0.957,0.98,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.982,0.982,0.0,0.982,0.98,0.0,0.0,0.982,0.0,0.982,0.0,0.851,0.974,0.982,0.0,0.0,0.905,0.0,0.976,0.982,0.976,0.0,0.0,0.977,0.981,0.0,0.0,0.00,0.966,0.977
0.983,0.0,0.943,0.0,0.0,0.0,0.977,0.0,0.982,0.957,0.0,0.982,0.979,0.0,0.0,0.982,0.979,0.0,0.98,0.981,0.0,0.0,0.859,0.0,0.982,0.874,0.982,0.981,0.982,0.982,0.978,0.0,0.981,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.979,0.0,0.943,0.0,0.907,0.982,0.982,0.982,0.0,0.976,0.979,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.981,0.982,0.0,0.983,0.981,0.0,0.0,0.983,0.0,0.982,0.0,0.507,0.977,0.982,0.0,0.0,0.904,0.0,0.979,0.982,0.976,0.0,0.0,0.977,0.982,0.0,0.0,0.00,0.948,0.88
0.982,0.0,0.885,0.0,0.0,0.0,0.981,0.0,0.98,0.915,0.0,0.982,0.979,0.0,0.0,0.982,0.978,0.0,0.98,0.979,0.0,0.0,0.868,0.0,0.982,0.246,0.982,0.981,0.982,0.982,0.979,0.0,0.983,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.0,0.885,0.0,0.942,0.979,0.982,0.981,0.0,0.976,0.99,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.983,0.982,0.0,0.983,0.981,0.0,0.0,0.982,0.0,0.982,0.0,0.516,0.981,0.982,0.0,0.0,0.981,0.0,0.977,0.983,0.929,0.0,0.0,0.983,0.982,0.0,0.0,0.00,0.956,0.902
0.919,0.0,0.955,0.911,0.0,0.0,0.896,0.0,0.904,0.909,0.0,0.93,0.886,0.0,0.0,0.914,0.915,0.0,0.89,0.915,0.0,0.0,0.912,0.914,0.93,0.427,0.876,0.866,0.876,0.85,0.914,0.0,0.929,0.0,0.0,0.0,0.0,0.0,0.392,0.0,0.944,0.0,0.924,0.0,0.944,0.942,0.0,0.916,0.0,0.931,0.0,0.0,0.0,0.914,0.0,0.0,0.0,0.0,0.906,0.924,0.0,0.908,0.919,0.0,0.0,0.941,0.875,0.914,0.0,0.441,0.896,0.85,0.0,0.0,0.931,0.0,0.883,0.929,0.482,0.0,0.0,0.929,0.898,0.0,0.876,0.00,0.933,0.932
0.929,0.0,0.513,0.815,0.0,0.0,0.894,0.0,0.904,0.89,0.0,0.923,0.901,0.0,0.0,0.449,0.929,0.0,0.916,0.934,0.0,0.0,0.901,0.902,0.929,0.506,0.914,0.879,0.853,0.947,0.926,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.0,0.974,0.0,0.958,0.892,0.0,0.906,0.0,0.897,0.0,0.0,0.0,0.902,0.0,0.0,0.0,0.0,0.91,0.892,0.0,0.891,0.914,0.0,0.0,0.937,0.0,0.902,0.0,0.452,0.894,0.947,0.0,0.0,0.93,0.0,0.909,0.933,0.481,0.0,0.0,0.933,0.906,0.0,0.0,0.00,0.789,0.89
0.916,0.0,0.496,0.548,0.0,0.0,0.893,0.0,0.889,0.868,0.0,0.933,0.884,0.0,0.0,0.362,0.914,0.0,0.901,0.876,0.0,0.0,0.893,0.895,0.933,0.425,0.914,0.874,0.857,0.927,0.914,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.826,0.0,0.96,0.81,0.0,0.901,0.0,0.87,0.0,0.0,0.0,0.895,0.0,0.0,0.0,0.0,0.912,0.895,0.0,0.904,0.915,0.0,0.0,0.933,0.0,0.895,0.0,0.442,0.893,0.927,0.0,0.0,0.98,0.0,0.905,0.941,0.481,0.0,0.0,0.941,0.908,0.0,0.0,0.00,0.883,0.475
0.93,0.0,0.627,0.605,0.0,0.0,0.908,0.0,0.925,0.852,0.0,0.929,0.872,0.0,0.0,0.909,0.934,0.0,0.898,0.937,0.0,0.0,0.902,0.903,0.923,0.494,0.909,0.872,0.825,0.87,0.933,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.0,0.627,0.0,0.963,0.919,0.0,0.891,0.0,0.864,0.0,0.0,0.0,0.903,0.0,0.0,0.0,0.0,0.894,0.899,0.0,0.899,0.912,0.0,0.0,0.796,0.0,0.903,0.0,0.441,0.908,0.87,0.0,0.0,0.94,0.0,0.927,0.93,0.483,0.0,0.0,0.93,0.905,0.0,0.0,0.00,0.868,0.377
0.929,0.0,0.619,0.892,0.0,0.0,0.904,0.0,0.927,0.929,0.0,0.914,0.906,0.0,0.0,0.914,0.933,0.0,0.915,0.899,0.0,0.0,0.91,0.91,0.914,0.456,0.926,0.867,0.792,0.897,0.909,0.0,0.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.0,0.619,0.0,0.951,0.901,0.0,0.906,0.0,0.903,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.896,0.921,0.0,0.896,0.913,0.0,0.0,0.919,0.0,0.91,0.0,0.446,0.904,0.897,0.0,0.0,0.932,0.0,0.888,0.885,0.887,0.0,0.0,0.885,0.902,0.0,0.0,0.00,0.604,0.358
0.369,0.0,0.18,0.0,0.0,0.0,0.173,0.0,0.056,0.0,0.0,0.377,0.469,0.0,0.0,0.629,0.382,0.0,0.173,0.357,0.0,0.0,0.48,0.555,0.367,0.722,0.629,0.286,0.857,0.195,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.316,0.0,0.594,0.0,0.159,0.206,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.437,0.0,0.445,0.24,0.373,0.0,0.0,0.613,0.053,0.326,0.852,0.0,0.173,0.445,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.058,0.0,0.0,0.00,0.0,0.899
